id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689112224419,TILT_RIGHT,-0.021586625,0.50094384,0.8591965
1,1689112224439,TILT_RIGHT,-0.021586625,0.50094384,0.8591965
2,1689112224459,TILT_RIGHT,-0.021586625,0.50094384,0.8591965
3,1689112224479,TILT_RIGHT,-0.021586625,0.50094384,0.8591965
4,1689112224499,TILT_RIGHT,-0.021586625,0.50094384,0.8591965
5,1689112224519,TILT_RIGHT,-0.056649648,0.48874804,0.854623
6,1689112224539,TILT_RIGHT,-0.056649648,0.48874804,0.854623
7,1689112224559,TILT_RIGHT,-0.056649648,0.48874804,0.854623
8,1689112224579,TILT_RIGHT,-0.056649648,0.48874804,0.854623
9,1689112224600,TILT_RIGHT,-0.056649648,0.48874804,0.854623
10,1689112224620,TILT_RIGHT,-0.052746978,0.48826018,0.85419625
11,1689112224640,TILT_RIGHT,-0.038538832,0.49551672,0.846025
12,1689112224660,TILT_RIGHT,-0.038538832,0.49551672,0.846025
13,1689112224680,TILT_RIGHT,-0.038538832,0.49551672,0.846025
14,1689112224701,TILT_RIGHT,-0.038538832,0.49551672,0.846025
15,1689112224721,TILT_RIGHT,-0.028904125,0.5057612,0.8591355
16,1689112224742,TILT_RIGHT,-0.029513916,0.5058222,0.8731607
17,1689112224762,TILT_RIGHT,-0.029513916,0.5058222,0.8731607
18,1689112224783,TILT_RIGHT,-0.029513916,0.5058222,0.8731607
19,1689112224803,TILT_RIGHT,-0.029513916,0.5058222,0.8731607
20,1689112224823,TILT_RIGHT,-0.034880083,0.4990535,0.8741364
21,1689112224843,TILT_RIGHT,-0.03390442,0.5014927,0.8736486
22,1689112224863,TILT_RIGHT,-0.03390442,0.5014927,0.8736486
23,1689112224884,TILT_RIGHT,-0.03390442,0.5014927,0.8736486
24,1689112224904,TILT_RIGHT,-0.03390442,0.5014927,0.8736486
25,1689112224924,TILT_RIGHT,-0.030489584,0.50338304,0.8712093
26,1689112224945,TILT_RIGHT,-0.030489584,0.50338304,0.8712093
27,1689112224965,TILT_RIGHT,-0.030489584,0.50338304,0.8712093
28,1689112224985,TILT_RIGHT,-0.030489584,0.50338304,0.8712093
29,1689112225005,TILT_RIGHT,-0.030489584,0.50338304,0.8712093
30,1689112225025,TILT_RIGHT,-0.03500204,0.506371,0.8842589
31,1689112225045,TILT_RIGHT,-0.10799411,0.48014995,0.9217001
32,1689112225065,TILT_RIGHT,-0.10799411,0.48014995,0.9217001
33,1689112225085,TILT_RIGHT,-0.10799411,0.48014995,0.9217001
34,1689112225106,TILT_RIGHT,-0.10799411,0.48014995,0.9217001
35,1689112225126,TILT_RIGHT,-0.158058,0.47679612,0.83663416
36,1689112225146,TILT_RIGHT,-0.24513626,0.44953844,0.85755
37,1689112225167,TILT_RIGHT,-0.24513626,0.44953844,0.85755
38,1689112225187,TILT_RIGHT,-0.24513626,0.44953844,0.85755
39,1689112225207,TILT_RIGHT,-0.24513626,0.44953844,0.85755
40,1689112225227,TILT_RIGHT,-0.33831242,0.40209663,0.8004736
41,1689112225247,TILT_RIGHT,-0.4809427,0.3217261,0.7674228
42,1689112225268,TILT_RIGHT,-0.4809427,0.3217261,0.7674228
43,1689112225288,TILT_RIGHT,-0.4809427,0.3217261,0.7674228
44,1689112225308,TILT_RIGHT,-0.4809427,0.3217261,0.7674228
45,1689112225328,TILT_RIGHT,-0.48136955,0.32556778,0.7538245
46,1689112225348,TILT_RIGHT,-0.5452757,0.2915414,0.75595874
47,1689112225368,TILT_RIGHT,-0.5452757,0.2915414,0.75595874
48,1689112225388,TILT_RIGHT,-0.5452757,0.2915414,0.75595874
49,1689112225409,TILT_RIGHT,-0.5452757,0.2915414,0.75595874
50,1689112225429,TILT_RIGHT,-0.54893446,0.28971204,0.7854727
51,1689112225449,TILT_RIGHT,-0.48874804,0.30672523,0.76449585
52,1689112225469,TILT_RIGHT,-0.48874804,0.30672523,0.76449585
53,1689112225489,TILT_RIGHT,-0.48874804,0.30672523,0.76449585
54,1689112225509,TILT_RIGHT,-0.48874804,0.30672523,0.76449585
55,1689112225529,TILT_RIGHT,-0.48447952,0.298554,0.784375
56,1689112225550,TILT_RIGHT,-0.29690757,0.41173133,0.8689531
57,1689112225570,TILT_RIGHT,-0.29690757,0.41173133,0.8689531
58,1689112225590,TILT_RIGHT,-0.29690757,0.41173133,0.8689531
59,1689112225610,TILT_RIGHT,-0.29690757,0.41173133,0.8689531
60,1689112225630,TILT_RIGHT,-0.29690757,0.41173133,0.8689531
61,1689112225651,TILT_RIGHT,-0.10220108,0.47874746,0.92944443
62,1689112225671,TILT_RIGHT,-0.10220108,0.47874746,0.92944443
63,1689112225691,TILT_RIGHT,-0.10220108,0.47874746,0.92944443
64,1689112225711,TILT_RIGHT,-0.10220108,0.47874746,0.92944443
65,1689112225732,TILT_RIGHT,-0.10220108,0.47874746,0.92944443
66,1689112225752,TILT_RIGHT,-0.070065066,0.47429594,0.8836491
67,1689112225772,TILT_RIGHT,-0.07433361,0.46502712,0.86864823
68,1689112225792,TILT_RIGHT,-0.07433361,0.46502712,0.86864823
69,1689112225813,TILT_RIGHT,-0.07433361,0.46502712,0.86864823
70,1689112225833,TILT_RIGHT,-0.07433361,0.46502712,0.86864823
71,1689112225853,TILT_RIGHT,-0.043051295,0.4786255,0.860538
72,1689112225873,TILT_RIGHT,-0.043051295,0.4786255,0.860538
73,1689112225893,TILT_RIGHT,-0.043051295,0.4786255,0.860538
74,1689112225913,TILT_RIGHT,-0.043051295,0.4786255,0.860538
75,1689112225934,TILT_RIGHT,-0.043051295,0.4786255,0.860538
76,1689112225954,TILT_RIGHT,-0.018842563,0.5010658,0.87999034
77,1689112225974,TILT_RIGHT,-0.018842563,0.5010658,0.87999034
78,1689112225994,TILT_RIGHT,-0.018842563,0.5010658,0.87999034
79,1689112226014,TILT_RIGHT,-0.018842563,0.5010658,0.87999034
80,1689112226035,TILT_RIGHT,-0.018842563,0.5010658,0.87999034
81,1689112226055,TILT_RIGHT,-0.041526813,0.48783335,0.85133016
82,1689112226075,TILT_RIGHT,-0.041526813,0.48783335,0.85133016
83,1689112226095,TILT_RIGHT,-0.041526813,0.48783335,0.85133016
84,1689112226115,TILT_RIGHT,-0.041526813,0.48783335,0.85133016
85,1689112226135,TILT_RIGHT,-0.041526813,0.48783335,0.85133016
