id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689112944498,NEUTRAL,-0.100859545,0.20501198,0.93743277
1,1689112944519,NEUTRAL,-0.059759583,0.24129456,1.0339018
2,1689112944539,NEUTRAL,-0.059759583,0.24129456,1.0339018
3,1689112944559,NEUTRAL,-0.059759583,0.24129456,1.0339018
4,1689112944579,NEUTRAL,-0.059759583,0.24129456,1.0339018
5,1689112944599,NEUTRAL,-0.13744704,0.19714566,0.93432283
6,1689112944620,NEUTRAL,-0.081956,0.24428254,0.9437136
7,1689112944640,NEUTRAL,-0.081956,0.24428254,0.9437136
8,1689112944660,NEUTRAL,-0.081956,0.24428254,0.9437136
9,1689112944680,NEUTRAL,-0.081956,0.24428254,0.9437136
10,1689112944700,NEUTRAL,-0.10262794,0.21141478,0.968898
11,1689112944721,NEUTRAL,-0.10177423,0.22019579,0.980484
12,1689112944741,NEUTRAL,-0.10177423,0.22019579,0.980484
13,1689112944761,NEUTRAL,-0.10177423,0.22019579,0.980484
14,1689112944781,NEUTRAL,-0.10177423,0.22019579,0.980484
15,1689112944801,NEUTRAL,-0.09921311,0.2273913,0.9625562
16,1689112944821,NEUTRAL,-0.10037171,0.22501312,0.9862771
17,1689112944841,NEUTRAL,-0.10037171,0.22501312,0.9862771
18,1689112944861,NEUTRAL,-0.10037171,0.22501312,0.9862771
19,1689112944882,NEUTRAL,-0.10037171,0.22501312,0.9862771
20,1689112944902,NEUTRAL,-0.102262065,0.2215983,0.97999614
21,1689112944922,NEUTRAL,-0.09768862,0.21818347,0.96359277
22,1689112944942,NEUTRAL,-0.09768862,0.21818347,0.96359277
23,1689112944963,NEUTRAL,-0.09768862,0.21818347,0.96359277
24,1689112944983,NEUTRAL,-0.09768862,0.21818347,0.96359277
25,1689112945003,NEUTRAL,-0.09726177,0.21867129,0.96450746
26,1689112945023,NEUTRAL,-0.11043327,0.21623214,0.96737355
27,1689112945044,NEUTRAL,-0.11043327,0.21623214,0.96737355
28,1689112945064,NEUTRAL,-0.11043327,0.21623214,0.96737355
29,1689112945084,NEUTRAL,-0.11043327,0.21623214,0.96737355
30,1689112945104,NEUTRAL,-0.10701844,0.21818347,0.96353185
31,1689112945124,NEUTRAL,-0.103115775,0.22208612,0.9693248
32,1689112945145,NEUTRAL,-0.103115775,0.22208612,0.9693248
33,1689112945165,NEUTRAL,-0.103115775,0.22208612,0.9693248
34,1689112945186,NEUTRAL,-0.103115775,0.22208612,0.9693248
35,1689112945206,NEUTRAL,-0.10073759,0.22208612,0.9722519
36,1689112945226,NEUTRAL,-0.1030548,0.21861032,0.960117
37,1689112945247,NEUTRAL,-0.1030548,0.21861032,0.960117
38,1689112945267,NEUTRAL,-0.1030548,0.21861032,0.960117
39,1689112945287,NEUTRAL,-0.1030548,0.21861032,0.960117
40,1689112945308,NEUTRAL,-0.1030548,0.21861032,0.960117
41,1689112945328,NEUTRAL,-0.1094576,0.21379296,0.968837
42,1689112945348,NEUTRAL,-0.1094576,0.21379296,0.968837
43,1689112945369,NEUTRAL,-0.1094576,0.21379296,0.968837
44,1689112945390,NEUTRAL,-0.1094576,0.21379296,0.968837
45,1689112945410,NEUTRAL,-0.1094576,0.21379296,0.968837
46,1689112945430,NEUTRAL,-0.09976192,0.21824445,0.9771302
47,1689112945451,NEUTRAL,-0.09976192,0.21824445,0.9771302
48,1689112945471,NEUTRAL,-0.09976192,0.21824445,0.9771302
49,1689112945492,NEUTRAL,-0.09976192,0.21824445,0.9771302
50,1689112945512,NEUTRAL,-0.09976192,0.21824445,0.9771302
51,1689112945533,NEUTRAL,-0.10555494,0.22013481,0.9663978
52,1689112945553,NEUTRAL,-0.10555494,0.22013481,0.9663978
53,1689112945574,NEUTRAL,-0.10555494,0.22013481,0.9663978
54,1689112945594,NEUTRAL,-0.10555494,0.22013481,0.9663978
55,1689112945615,NEUTRAL,-0.10555494,0.22013481,0.9663978
56,1689112945635,NEUTRAL,-0.1012864,0.21824445,0.98097193
57,1689112945656,NEUTRAL,-0.1012864,0.21824445,0.98097193
58,1689112945676,NEUTRAL,-0.1012864,0.21824445,0.98097193
59,1689112945696,NEUTRAL,-0.1012864,0.21824445,0.98097193
60,1689112945717,NEUTRAL,-0.1012864,0.21824445,0.98097193
61,1689112945737,NEUTRAL,-0.107933134,0.21476863,0.963044
