id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689112914091,NEUTRAL,-0.08226089,0.67381984,0.6744296
1,1689112914112,NEUTRAL,-0.063540295,0.6721124,0.7122977
2,1689112914132,NEUTRAL,-0.063540295,0.6721124,0.7122977
3,1689112914152,NEUTRAL,-0.063540295,0.6721124,0.7122977
4,1689112914172,NEUTRAL,-0.063540295,0.6721124,0.7122977
5,1689112914192,NEUTRAL,-0.051771317,0.6916867,0.7578491
6,1689112914213,NEUTRAL,-0.055552024,0.68674743,0.7399212
7,1689112914233,NEUTRAL,-0.055552024,0.68674743,0.7399212
8,1689112914253,NEUTRAL,-0.055552024,0.68674743,0.7399212
9,1689112914273,NEUTRAL,-0.055552024,0.68674743,0.7399212
10,1689112914293,NEUTRAL,-0.058844898,0.6794299,0.7273595
11,1689112914313,NEUTRAL,-0.063235395,0.6808934,0.72778636
12,1689112914334,NEUTRAL,-0.063235395,0.6808934,0.72778636
13,1689112914354,NEUTRAL,-0.063235395,0.6808934,0.72778636
14,1689112914374,NEUTRAL,-0.063235395,0.6808934,0.72778636
15,1689112914394,NEUTRAL,-0.064637914,0.6822959,0.722908
16,1689112914414,NEUTRAL,-0.060308397,0.6823569,0.7268107
17,1689112914434,NEUTRAL,-0.060308397,0.6823569,0.7268107
18,1689112914455,NEUTRAL,-0.060308397,0.6823569,0.7268107
19,1689112914475,NEUTRAL,-0.060308397,0.6823569,0.7268107
20,1689112914495,NEUTRAL,-0.063235395,0.6861986,0.72778636
21,1689112914515,NEUTRAL,-0.061710916,0.6808324,0.72052985
22,1689112914535,NEUTRAL,-0.061710916,0.6808324,0.72052985
23,1689112914555,NEUTRAL,-0.061710916,0.6808324,0.72052985
24,1689112914576,NEUTRAL,-0.061710916,0.6808324,0.72052985
25,1689112914596,NEUTRAL,-0.06225973,0.68473506,0.725835
26,1689112914616,NEUTRAL,-0.06219875,0.68473506,0.7243715
27,1689112914636,NEUTRAL,-0.06219875,0.68473506,0.7243715
28,1689112914656,NEUTRAL,-0.06219875,0.68473506,0.7243715
29,1689112914677,NEUTRAL,-0.06219875,0.68473506,0.7243715
30,1689112914697,NEUTRAL,-0.06518673,0.68284476,0.7301646
31,1689112914717,NEUTRAL,-0.06658925,0.68424726,0.7233959
32,1689112914737,NEUTRAL,-0.06658925,0.68424726,0.7233959
33,1689112914757,NEUTRAL,-0.06658925,0.68424726,0.7233959
34,1689112914777,NEUTRAL,-0.06658925,0.68424726,0.7233959
35,1689112914797,NEUTRAL,-0.06225973,0.68186903,0.72778636
36,1689112914818,NEUTRAL,-0.061284065,0.68375945,0.7253472
37,1689112914838,NEUTRAL,-0.061284065,0.68375945,0.7253472
38,1689112914858,NEUTRAL,-0.061284065,0.68375945,0.7253472
39,1689112914878,NEUTRAL,-0.061284065,0.68375945,0.7253472
40,1689112914898,NEUTRAL,-0.0617719,0.68424726,0.72827417
41,1689112914918,NEUTRAL,-0.06518673,0.6813812,0.72918886
42,1689112914939,NEUTRAL,-0.06518673,0.6813812,0.72918886
43,1689112914959,NEUTRAL,-0.06518673,0.6813812,0.72918886
44,1689112914979,NEUTRAL,-0.06518673,0.6813812,0.72918886
45,1689112914999,NEUTRAL,-0.06274756,0.6799177,0.7292499
46,1689112915019,NEUTRAL,-0.06274756,0.68473506,0.72778636
47,1689112915039,NEUTRAL,-0.06274756,0.68473506,0.72778636
48,1689112915059,NEUTRAL,-0.06274756,0.68473506,0.72778636
49,1689112915079,NEUTRAL,-0.06274756,0.68473506,0.72778636
50,1689112915100,NEUTRAL,-0.06274756,0.68473506,0.72778636
51,1689112915120,NEUTRAL,-0.064089105,0.6793689,0.71809065
52,1689112915140,NEUTRAL,-0.064089105,0.6793689,0.71809065
53,1689112915160,NEUTRAL,-0.064089105,0.6793689,0.71809065
54,1689112915180,NEUTRAL,-0.064089105,0.6793689,0.71809065
55,1689112915201,NEUTRAL,-0.064089105,0.6793689,0.71809065
56,1689112915221,NEUTRAL,-0.06366225,0.68375945,0.7243715
57,1689112915241,NEUTRAL,-0.06366225,0.68375945,0.7243715
58,1689112915261,NEUTRAL,-0.06366225,0.68375945,0.7243715
59,1689112915281,NEUTRAL,-0.06366225,0.68375945,0.7243715
60,1689112915301,NEUTRAL,-0.06366225,0.68375945,0.7243715
61,1689112915321,NEUTRAL,-0.063235395,0.68375945,0.7268107
62,1689112915341,NEUTRAL,-0.063235395,0.68375945,0.7268107
63,1689112915361,NEUTRAL,-0.063235395,0.68375945,0.7268107
64,1689112915382,NEUTRAL,-0.063235395,0.68375945,0.7268107
65,1689112915402,NEUTRAL,-0.063235395,0.68375945,0.7268107
66,1689112915422,NEUTRAL,-0.06512575,0.6827837,0.7233959
67,1689112915442,NEUTRAL,-0.06512575,0.6827837,0.7233959
68,1689112915463,NEUTRAL,-0.06512575,0.6827837,0.7233959
69,1689112915483,NEUTRAL,-0.06512575,0.6827837,0.7233959
70,1689112915503,NEUTRAL,-0.06512575,0.6827837,0.7233959
71,1689112915523,NEUTRAL,-0.05079565,0.6902232,0.7535196
