id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689077182314,TILT_LEFT,-0.13,-0.03,0.99
1,1689077182334,TILT_LEFT,-0.26,-0.07,0.95
2,1689077182359,TILT_LEFT,-0.23,-0.07,1.01
3,1689077182384,TILT_LEFT,-0.23,-0.07,1.01
4,1689077182408,TILT_LEFT,-0.1,-0.09,0.97
5,1689077182432,TILT_LEFT,-0.22,-0.04,0.92
6,1689077182456,TILT_LEFT,-0.22,-0.04,0.92
7,1689077182477,TILT_LEFT,-0.24,-0.02,0.85
8,1689077182498,TILT_LEFT,-0.24,-0.02,0.85
9,1689077182519,TILT_LEFT,-0.13,0.01,0.91
10,1689077182543,TILT_LEFT,-0.13,0.01,0.91
11,1689077182568,TILT_LEFT,-0.04,0.03,0.91
12,1689077182592,TILT_LEFT,0.14,-0.04,0.98
13,1689077182618,TILT_LEFT,0.14,-0.04,0.98
14,1689077182642,TILT_LEFT,0.21,0.01,0.85
15,1689077182666,TILT_LEFT,0.37,-0.12,0.81
16,1689077182687,TILT_LEFT,0.37,-0.12,0.81
17,1689077182710,TILT_LEFT,0.54,-0.1,0.72
18,1689077182734,TILT_LEFT,0.54,-0.1,0.72
19,1689077182756,TILT_LEFT,0.62,-0.27,0.55
20,1689077182781,TILT_LEFT,0.79,-0.28,0.52
21,1689077182803,TILT_LEFT,0.79,-0.28,0.52
22,1689077182828,TILT_LEFT,0.8,-0.32,0.23
23,1689077182851,TILT_LEFT,0.8,-0.32,0.23
24,1689077182874,TILT_LEFT,1.04,-0.37,0.26
25,1689077182897,TILT_LEFT,0.78,-0.32,0.01
26,1689077182917,TILT_LEFT,0.78,-0.32,0.01
27,1689077182941,TILT_LEFT,0.92,-0.24,0.07
28,1689077182966,TILT_LEFT,0.97,-0.24,-0.04
29,1689077182991,TILT_LEFT,0.97,-0.24,-0.04
30,1689077183013,TILT_LEFT,1.01,-0.31,-0.16
31,1689077183036,TILT_LEFT,1.01,-0.31,-0.16
32,1689077183060,TILT_LEFT,1.06,-0.28,-0.11
33,1689077183084,TILT_LEFT,1.02,-0.23,-0.19
34,1689077183109,TILT_LEFT,1.02,-0.23,-0.19
35,1689077183132,TILT_LEFT,0.99,-0.19,-0.11
36,1689077183152,TILT_LEFT,0.99,-0.19,-0.11
37,1689077183174,TILT_LEFT,1.0,-0.2,-0.15
38,1689077183199,TILT_LEFT,0.92,-0.16,-0.07
39,1689077183224,TILT_LEFT,0.92,-0.16,-0.07
40,1689077183245,TILT_LEFT,0.94,-0.25,-0.12
41,1689077183268,TILT_LEFT,0.94,-0.25,-0.12
42,1689077183292,TILT_LEFT,0.94,-0.2,-0.06
43,1689077183317,TILT_LEFT,0.94,-0.22,-0.01
44,1689077183337,TILT_LEFT,0.94,-0.22,-0.01
45,1689077183361,TILT_LEFT,0.91,-0.11,-0.19
46,1689077183383,TILT_LEFT,0.91,-0.11,-0.19
47,1689077183408,TILT_LEFT,0.99,-0.22,0.08
