id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689083342106,NEUTRAL,-0.02,-0.01,0.99
1,1689083342131,NEUTRAL,-0.02,-0.01,0.99
2,1689083342154,NEUTRAL,-0.02,-0.09,1.02
3,1689083342177,NEUTRAL,-0.02,-0.09,1.02
4,1689083342199,NEUTRAL,-0.02,-0.07,1.01
5,1689083342223,NEUTRAL,0.01,-0.04,0.99
6,1689083342247,NEUTRAL,0.01,-0.04,0.99
7,1689083342267,NEUTRAL,0.0,-0.08,0.96
8,1689083342292,NEUTRAL,0.0,-0.08,0.96
9,1689083342315,NEUTRAL,0.05,-0.01,0.99
10,1689083342340,NEUTRAL,0.07,0.01,0.93
11,1689083342362,NEUTRAL,0.07,0.0,0.94
12,1689083342386,NEUTRAL,0.07,0.0,0.94
13,1689083342409,NEUTRAL,0.04,-0.02,0.96
14,1689083342432,NEUTRAL,0.04,-0.02,0.96
15,1689083342453,NEUTRAL,0.04,-0.03,0.95
16,1689083342476,NEUTRAL,0.04,-0.03,0.95
17,1689083342501,NEUTRAL,0.06,-0.02,0.97
18,1689083342525,NEUTRAL,0.04,0.01,0.97
19,1689083342549,NEUTRAL,0.04,0.01,0.97
20,1689083342572,NEUTRAL,0.04,-0.03,0.98
21,1689083342593,NEUTRAL,0.05,-0.02,0.98
22,1689083342617,NEUTRAL,0.05,-0.02,0.98
23,1689083342642,NEUTRAL,0.04,-0.05,0.97
24,1689083342667,NEUTRAL,0.04,-0.05,0.97
25,1689083342689,NEUTRAL,0.07,-0.04,0.93
26,1689083342711,NEUTRAL,0.07,-0.04,0.95
27,1689083342734,NEUTRAL,0.07,-0.04,0.95
28,1689083342760,NEUTRAL,0.06,-0.04,0.95
29,1689083342780,NEUTRAL,0.06,-0.04,0.95
30,1689083342804,NEUTRAL,0.04,-0.04,0.94
31,1689083342826,NEUTRAL,0.07,-0.01,0.96
32,1689083342849,NEUTRAL,0.07,-0.01,0.96
33,1689083342873,NEUTRAL,0.04,-0.04,0.95
34,1689083342897,NEUTRAL,0.04,-0.03,0.97
35,1689083342918,NEUTRAL,0.04,-0.03,0.97
36,1689083342943,NEUTRAL,0.03,-0.03,0.94
37,1689083342966,NEUTRAL,0.03,-0.03,0.94
38,1689083342990,NEUTRAL,0.02,-0.05,0.97
39,1689083343013,NEUTRAL,0.07,-0.03,0.96
40,1689083343036,NEUTRAL,0.07,-0.03,0.96
41,1689083343057,NEUTRAL,0.09,-0.05,0.96
42,1689083343079,NEUTRAL,0.09,-0.05,0.96
43,1689083343103,NEUTRAL,0.08,-0.03,0.97
44,1689083343125,NEUTRAL,0.06,-0.02,0.95
45,1689083343145,NEUTRAL,0.06,-0.02,0.95
46,1689083343168,NEUTRAL,0.05,-0.02,0.96
47,1689083343189,NEUTRAL,0.03,-0.04,0.94
48,1689083343212,NEUTRAL,0.03,-0.04,0.94
49,1689083343234,NEUTRAL,0.04,-0.03,0.95
50,1689083343256,NEUTRAL,0.04,-0.03,0.95
51,1689083343281,NEUTRAL,0.05,-0.02,0.96
52,1689083343303,NEUTRAL,0.07,-0.03,0.97
53,1689083343325,NEUTRAL,0.07,-0.03,0.97
54,1689083343348,NEUTRAL,0.06,-0.05,0.96
55,1689083343373,NEUTRAL,0.06,-0.05,0.96
56,1689083343395,NEUTRAL,0.05,-0.05,0.95
57,1689083343416,NEUTRAL,0.05,-0.05,0.95
58,1689083343438,NEUTRAL,0.06,-0.05,0.95
59,1689083343459,NEUTRAL,0.05,-0.05,0.92
60,1689083343483,NEUTRAL,0.05,-0.05,0.92
61,1689083343507,NEUTRAL,0.06,-0.05,0.95
62,1689083343531,NEUTRAL,0.05,-0.04,0.98
63,1689083343554,NEUTRAL,0.05,-0.04,0.96
64,1689083343578,NEUTRAL,0.05,-0.04,0.96
65,1689083343603,NEUTRAL,0.05,-0.06,0.96
66,1689083343627,NEUTRAL,0.05,-0.06,0.96
67,1689083343652,NEUTRAL,0.08,-0.03,0.96
68,1689083343676,NEUTRAL,0.06,-0.03,0.97
69,1689083343698,NEUTRAL,0.06,-0.03,0.97
70,1689083343721,NEUTRAL,0.05,-0.04,0.96
71,1689083343744,NEUTRAL,0.05,-0.04,0.96
72,1689083343768,NEUTRAL,0.04,-0.05,0.97
73,1689083343791,NEUTRAL,0.05,-0.03,0.97
74,1689083343814,NEUTRAL,0.05,-0.03,0.97
75,1689083343837,NEUTRAL,0.05,-0.03,0.98
76,1689083343860,NEUTRAL,0.05,-0.02,0.99
77,1689083343883,NEUTRAL,0.05,-0.02,0.99
78,1689083343906,NEUTRAL,0.05,-0.04,0.98
79,1689083343929,NEUTRAL,0.05,-0.04,0.98
80,1689083343953,NEUTRAL,0.05,-0.05,0.94
81,1689083343975,NEUTRAL,0.05,-0.05,0.94
82,1689083343998,NEUTRAL,0.07,-0.04,0.94
83,1689083344023,NEUTRAL,0.07,-0.04,0.95
84,1689083344046,NEUTRAL,0.07,-0.04,0.95
85,1689083344069,NEUTRAL,0.05,-0.03,0.95
86,1689083344092,NEUTRAL,0.05,-0.03,0.95
87,1689083344116,NEUTRAL,0.04,-0.04,0.96
88,1689083344140,NEUTRAL,0.06,-0.03,0.97
89,1689083344162,NEUTRAL,0.06,-0.03,0.97
90,1689083344186,NEUTRAL,0.05,-0.04,0.96
91,1689083344207,NEUTRAL,0.07,-0.04,0.96
92,1689083344231,NEUTRAL,0.07,-0.04,0.96
93,1689083344254,NEUTRAL,0.07,-0.04,0.95
94,1689083344278,NEUTRAL,0.04,-0.06,0.93
95,1689083344299,NEUTRAL,0.04,-0.06,0.93
96,1689083344324,NEUTRAL,0.04,-0.05,0.95
97,1689083344348,NEUTRAL,0.05,-0.03,0.95
98,1689083344371,NEUTRAL,0.05,-0.03,0.95
99,1689083344395,NEUTRAL,0.05,-0.04,0.96
100,1689083344418,NEUTRAL,0.05,-0.04,0.96
101,1689083344443,NEUTRAL,0.06,-0.03,0.95
102,1689083344466,NEUTRAL,0.06,-0.02,0.96
103,1689083344491,NEUTRAL,0.06,-0.02,0.96
104,1689083344516,NEUTRAL,0.04,-0.05,0.96
105,1689083344539,NEUTRAL,0.04,-0.05,0.96
106,1689083344561,NEUTRAL,0.06,-0.03,0.96
107,1689083344582,NEUTRAL,0.05,-0.03,0.95
108,1689083344604,NEUTRAL,0.05,-0.03,0.95
109,1689083344627,NEUTRAL,0.03,-0.04,0.96
110,1689083344651,NEUTRAL,0.03,-0.04,0.96
111,1689083344672,NEUTRAL,0.05,-0.02,0.95
112,1689083344696,NEUTRAL,0.05,-0.03,0.96
113,1689083344718,NEUTRAL,0.05,-0.03,0.96
114,1689083344742,NEUTRAL,0.05,-0.04,0.94
115,1689083344765,NEUTRAL,0.05,-0.04,0.94
116,1689083344786,NEUTRAL,0.07,-0.05,0.96
117,1689083344808,NEUTRAL,0.07,-0.05,0.96
118,1689083344829,NEUTRAL,0.07,-0.02,0.95
119,1689083344849,NEUTRAL,0.06,-0.03,0.96
120,1689083344872,NEUTRAL,0.06,-0.03,0.96
121,1689083344895,NEUTRAL,0.06,-0.03,0.96
122,1689083344917,NEUTRAL,0.06,-0.03,0.96
123,1689083344937,NEUTRAL,0.05,-0.02,0.96
124,1689083344961,NEUTRAL,0.05,-0.02,0.96
125,1689083344986,NEUTRAL,0.06,-0.02,0.96
126,1689083345010,NEUTRAL,0.07,-0.05,0.95
127,1689083345033,NEUTRAL,0.07,-0.05,0.95
128,1689083345058,NEUTRAL,0.04,-0.03,0.95
129,1689083345081,NEUTRAL,0.05,-0.0,0.94
130,1689083345106,NEUTRAL,0.05,-0.0,0.94
131,1689083345127,NEUTRAL,0.01,0.01,0.97
132,1689083345149,NEUTRAL,0.01,0.01,0.97
133,1689083345173,NEUTRAL,0.01,-0.0,0.95
134,1689083345196,NEUTRAL,0.02,0.0,0.97
135,1689083345217,NEUTRAL,0.02,0.0,0.97
136,1689083345241,NEUTRAL,-0.02,-0.02,0.98
137,1689083345265,NEUTRAL,0.0,0.04,0.97
138,1689083345289,NEUTRAL,0.0,0.04,0.97
139,1689083345311,NEUTRAL,-0.02,-0.01,0.97
140,1689083345334,NEUTRAL,-0.02,-0.01,0.97
141,1689083345357,NEUTRAL,0.01,0.01,0.94
142,1689083345381,NEUTRAL,0.03,0.03,0.96
143,1689083345404,NEUTRAL,0.02,-0.01,0.97
144,1689083345427,NEUTRAL,0.02,-0.01,0.97
145,1689083345451,NEUTRAL,0.03,-0.04,0.91
146,1689083345473,NEUTRAL,0.02,-0.0,1.01
147,1689083345495,NEUTRAL,0.02,-0.0,1.01
148,1689083345516,NEUTRAL,0.06,-0.01,0.93
149,1689083345537,NEUTRAL,-0.03,-0.06,0.95
150,1689083345560,NEUTRAL,-0.03,-0.06,0.95
