id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689161231906,NEUTRAL,0.07,-0.35,0.81
1,1689161231929,NEUTRAL,-0.07,-0.38,0.85
2,1689161231952,NEUTRAL,0.01,-0.4,0.91
3,1689161231976,NEUTRAL,0.01,-0.4,0.91
4,1689161232000,NEUTRAL,0.11,-0.37,0.92
5,1689161232025,NEUTRAL,0.11,-0.37,0.92
6,1689161232047,NEUTRAL,0.05,-0.32,0.9
7,1689161232068,NEUTRAL,0.15,-0.27,0.84
8,1689161232092,NEUTRAL,0.15,-0.27,0.84
9,1689161232115,NEUTRAL,0.01,-0.31,0.92
10,1689161232138,NEUTRAL,0.01,-0.31,0.92
11,1689161232161,NEUTRAL,-0.05,-0.34,0.96
12,1689161232184,NEUTRAL,0.01,-0.32,0.96
13,1689161232208,NEUTRAL,0.01,-0.32,0.96
14,1689161232233,NEUTRAL,0.05,-0.3,0.91
15,1689161232255,NEUTRAL,0.03,-0.35,0.85
16,1689161232276,NEUTRAL,0.03,-0.35,0.85
17,1689161232301,NEUTRAL,0.04,-0.32,0.86
18,1689161232324,NEUTRAL,0.04,-0.32,0.86
19,1689161232349,NEUTRAL,-0.02,-0.33,0.91
20,1689161232373,NEUTRAL,0.01,-0.35,0.88
21,1689161232395,NEUTRAL,0.01,-0.35,0.88
22,1689161232417,NEUTRAL,0.0,-0.34,0.94
23,1689161232438,NEUTRAL,-0.03,-0.31,0.97
24,1689161232459,NEUTRAL,-0.03,-0.31,0.97
25,1689161232481,NEUTRAL,0.02,-0.26,0.94
26,1689161232506,NEUTRAL,0.02,-0.29,0.88
27,1689161232526,NEUTRAL,0.02,-0.29,0.88
28,1689161232548,NEUTRAL,0.0,-0.31,0.9
29,1689161232568,NEUTRAL,0.0,-0.31,0.9
30,1689161232593,NEUTRAL,-0.03,-0.3,0.93
31,1689161232614,NEUTRAL,-0.03,-0.3,0.93
32,1689161232636,NEUTRAL,-0.0,-0.3,0.92
33,1689161232660,NEUTRAL,0.0,-0.29,0.91
34,1689161232681,NEUTRAL,0.0,-0.29,0.91
35,1689161232702,NEUTRAL,0.01,-0.27,0.93
36,1689161232726,NEUTRAL,0.01,-0.31,0.9
37,1689161232748,NEUTRAL,0.01,-0.31,0.9
38,1689161232773,NEUTRAL,0.03,-0.31,0.86
39,1689161232798,NEUTRAL,-0.04,-0.32,0.9
40,1689161232818,NEUTRAL,-0.04,-0.32,0.9
41,1689161232841,NEUTRAL,0.03,-0.29,0.91
42,1689161232862,NEUTRAL,0.03,-0.29,0.91
43,1689161232887,NEUTRAL,-0.03,-0.32,0.91
44,1689161232910,NEUTRAL,-0.01,-0.29,0.92
45,1689161232932,NEUTRAL,-0.01,-0.29,0.92
46,1689161232957,NEUTRAL,0.02,-0.3,0.9
47,1689161232977,NEUTRAL,0.02,-0.3,0.9
48,1689161233001,NEUTRAL,0.02,-0.3,0.89
49,1689161233026,NEUTRAL,0.0,-0.3,0.88
50,1689161233051,NEUTRAL,-0.02,-0.3,0.89
51,1689161233073,NEUTRAL,-0.02,-0.3,0.89
52,1689161233096,NEUTRAL,-0.01,-0.3,0.91
53,1689161233119,NEUTRAL,0.01,-0.26,0.95
54,1689161233142,NEUTRAL,0.01,-0.26,0.95
55,1689161233162,NEUTRAL,-0.03,-0.26,0.92
56,1689161233185,NEUTRAL,-0.03,-0.26,0.92
57,1689161233208,NEUTRAL,0.0,-0.26,0.93
58,1689161233229,NEUTRAL,0.05,-0.25,0.91
59,1689161233253,NEUTRAL,0.05,-0.25,0.91
60,1689161233276,NEUTRAL,0.02,-0.24,0.95
61,1689161233299,NEUTRAL,0.01,-0.24,0.94
62,1689161233322,NEUTRAL,0.01,-0.24,0.94
63,1689161233344,NEUTRAL,-0.0,-0.26,0.94
64,1689161233368,NEUTRAL,-0.0,-0.26,0.94
65,1689161233392,NEUTRAL,0.1,-0.21,0.89
66,1689161233415,NEUTRAL,0.1,-0.21,0.89
67,1689161233438,NEUTRAL,0.06,-0.25,0.92
68,1689161233458,NEUTRAL,0.07,-0.28,0.88
69,1689161233482,NEUTRAL,0.07,-0.28,0.88
70,1689161233503,NEUTRAL,-0.01,-0.33,0.87
71,1689161233527,NEUTRAL,-0.07,-0.33,0.93
72,1689161233549,NEUTRAL,-0.07,-0.33,0.93
73,1689161233572,NEUTRAL,-0.02,-0.31,0.95
74,1689161233593,NEUTRAL,-0.02,-0.31,0.95
75,1689161233613,NEUTRAL,0.02,-0.31,0.93
76,1689161233636,NEUTRAL,0.02,-0.31,0.93
77,1689161233658,NEUTRAL,0.02,-0.29,0.89
78,1689161233682,NEUTRAL,-0.01,-0.3,0.89
79,1689161233703,NEUTRAL,0.03,-0.34,0.87
80,1689161233723,NEUTRAL,0.03,-0.34,0.87
81,1689161233746,NEUTRAL,0.0,-0.37,0.92
82,1689161233769,NEUTRAL,0.0,-0.37,0.92
83,1689161233793,NEUTRAL,-0.0,-0.33,0.98
84,1689161233818,NEUTRAL,-0.12,-0.3,0.98
85,1689161233842,NEUTRAL,-0.12,-0.3,0.98
86,1689161233862,NEUTRAL,-0.04,-0.27,0.91
87,1689161233888,NEUTRAL,0.02,-0.31,0.86
88,1689161233908,NEUTRAL,0.02,-0.31,0.86
89,1689161233932,NEUTRAL,0.08,-0.27,0.9
90,1689161233955,NEUTRAL,0.08,-0.27,0.9
91,1689161233978,NEUTRAL,0.09,-0.25,0.88
92,1689161234002,NEUTRAL,0.09,-0.17,0.95
93,1689161234026,NEUTRAL,0.09,-0.17,0.95
94,1689161234048,NEUTRAL,0.07,-0.25,0.93
