id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689159098500,TILT_LEFT,0.05390558,0.2455631,0.9918262
1,1689159098531,TILT_LEFT,0.05390558,0.2455631,0.9918262
2,1689159098562,TILT_LEFT,0.019635292,0.22135438,1.0052416
3,1689159098593,TILT_LEFT,0.019635292,0.22135438,1.0052416
4,1689159098625,TILT_LEFT,0.07421165,0.22928166,1.0162178
5,1689159098656,TILT_LEFT,0.07421165,0.22928166,1.0162178
6,1689159098687,TILT_LEFT,0.033599522,0.26233238,0.9616415
7,1689159098718,TILT_LEFT,0.043722063,0.2420873,0.9810938
8,1689159098750,TILT_LEFT,0.05189327,0.2359284,0.9976192
9,1689159098781,TILT_LEFT,0.07537025,0.245868,0.9381645
10,1689159098812,TILT_LEFT,0.077931374,0.24245316,0.9237125
11,1689159098843,TILT_LEFT,0.050246835,0.24666072,0.9080408
12,1689159098874,TILT_LEFT,0.072565205,0.23178181,0.92804193
13,1689159098906,TILT_LEFT,0.27586976,0.2883095,1.007071
14,1689159098937,TILT_LEFT,0.15403338,0.21995185,0.93340814
15,1689159098968,TILT_LEFT,0.060308397,0.18196183,0.9412134
16,1689159099000,TILT_LEFT,0.35806966,0.2889193,0.9876796
17,1689159099031,TILT_LEFT,0.30007848,0.2420873,0.9240173
18,1689159099062,TILT_LEFT,0.34575188,0.23970911,0.6700391
19,1689159099093,TILT_LEFT,0.5013707,0.20824386,0.91798043
20,1689159099124,TILT_LEFT,0.53259206,0.19360885,0.872246
21,1689159099156,TILT_LEFT,0.5191766,0.18403512,0.7854727
22,1689159099187,TILT_LEFT,0.60448647,0.17391258,0.7496779
23,1689159099218,TILT_LEFT,0.70851696,0.15244792,0.75321466
24,1689159099249,TILT_LEFT,0.70851696,0.15244792,0.75321466
25,1689159099281,TILT_LEFT,0.7502877,0.1243975,0.7244935
26,1689159099312,TILT_LEFT,0.7502877,0.1243975,0.7244935
27,1689159099343,TILT_LEFT,0.7802894,0.13695921,0.5832657
28,1689159099375,TILT_LEFT,0.80943745,0.114823766,0.48954073
29,1689159099406,TILT_LEFT,0.8618796,0.117811754,0.46996644
30,1689159099437,TILT_LEFT,0.89395463,0.11098208,0.42953727
31,1689159099468,TILT_LEFT,0.9059065,0.12512925,0.3448372
32,1689159099499,TILT_LEFT,0.90474784,0.12738548,0.30751795
33,1689159099531,TILT_LEFT,0.9519458,0.12738548,0.27239394
34,1689159099562,TILT_LEFT,0.94542104,0.12622687,0.23409903
35,1689159099593,TILT_LEFT,0.9959117,0.10360361,0.21946402
36,1689159099624,TILT_LEFT,0.9964606,0.10451829,0.21074401
37,1689159099656,TILT_LEFT,0.97883755,0.11323831,0.10262794
38,1689159099687,TILT_LEFT,1.0388411,0.1167751,0.10543298
39,1689159099718,TILT_LEFT,0.9796913,0.109884456,0.11866546
40,1689159099749,TILT_LEFT,0.9799352,0.094517715,0.033965394
