id,time_stamp,gesture,accelerometer_x,accelerometer_y,accelerometer_z
0,1689085460220,TILT_LEFT,0.06,0.06,0.99
1,1689085460241,TILT_LEFT,0.09,0.04,1.05
2,1689085460261,TILT_LEFT,0.09,0.04,1.05
3,1689085460282,TILT_LEFT,0.06,0.06,0.99
4,1689085460303,TILT_LEFT,0.06,0.06,0.99
5,1689085460323,TILT_LEFT,0.13,0.03,0.93
6,1689085460344,TILT_LEFT,0.04,0.09,1.02
7,1689085460364,TILT_LEFT,0.04,0.09,1.02
8,1689085460385,TILT_LEFT,-0.05,0.02,0.98
9,1689085460405,TILT_LEFT,-0.05,0.02,0.98
10,1689085460425,TILT_LEFT,0.08,-0.11,0.9
11,1689085460445,TILT_LEFT,0.08,-0.11,0.9
12,1689085460465,TILT_LEFT,-0.1,0.07,1.02
13,1689085460485,TILT_LEFT,-0.09,0.02,1.01
14,1689085460505,TILT_LEFT,-0.09,0.02,1.01
15,1689085460527,TILT_LEFT,-0.13,0.04,0.94
16,1689085460547,TILT_LEFT,-0.25,0.13,0.93
17,1689085460568,TILT_LEFT,-0.25,0.13,0.93
18,1689085460588,TILT_LEFT,-0.22,0.01,0.87
19,1689085460609,TILT_LEFT,-0.22,0.01,0.87
20,1689085460629,TILT_LEFT,-0.48,-0.02,1.05
21,1689085460650,TILT_LEFT,-0.48,-0.02,1.05
22,1689085460670,TILT_LEFT,-0.51,0.07,0.86
23,1689085460691,TILT_LEFT,-0.56,0.09,0.64
24,1689085460711,TILT_LEFT,-0.56,0.09,0.64
25,1689085460732,TILT_LEFT,-0.76,0.1,0.71
26,1689085460753,TILT_LEFT,-0.76,0.1,0.56
27,1689085460774,TILT_LEFT,-0.88,0.11,0.47
28,1689085460795,TILT_LEFT,-0.88,0.11,0.47
29,1689085460815,TILT_LEFT,-1.04,0.14,0.56
30,1689085460836,TILT_LEFT,-1.04,0.14,0.56
31,1689085460856,TILT_LEFT,-0.95,0.07,0.22
32,1689085460876,TILT_LEFT,-1.04,0.08,0.26
33,1689085460897,TILT_LEFT,-1.04,0.08,0.26
34,1689085460917,TILT_LEFT,-1.09,0.12,0.15
35,1689085460938,TILT_LEFT,-1.0,0.04,-0.02
36,1689085460958,TILT_LEFT,-1.0,0.04,-0.02
37,1689085460978,TILT_LEFT,-1.16,0.11,0.0
38,1689085460998,TILT_LEFT,-1.16,0.11,0.0
39,1689085461018,TILT_LEFT,-0.96,0.06,-0.09
40,1689085461039,TILT_LEFT,-0.96,0.06,-0.09
41,1689085461059,TILT_LEFT,-1.01,0.05,-0.14
42,1689085461080,TILT_LEFT,-1.01,0.05,-0.14
43,1689085461100,TILT_LEFT,-1.07,0.1,-0.13
44,1689085461121,TILT_LEFT,-0.87,-0.01,-0.19
45,1689085461141,TILT_LEFT,-0.87,-0.01,-0.19
46,1689085461162,TILT_LEFT,-1.02,0.08,-0.18
47,1689085461182,TILT_LEFT,-1.02,0.08,-0.18
48,1689085461202,TILT_LEFT,-1.03,0.08,-0.23
49,1689085461223,TILT_LEFT,-0.96,0.02,-0.15
50,1689085461245,TILT_LEFT,-0.96,0.02,-0.15
51,1689085461265,TILT_LEFT,-0.99,0.02,-0.27
52,1689085461286,TILT_LEFT,-1.09,0.05,-0.14
53,1689085461306,TILT_LEFT,-1.09,0.05,-0.14
54,1689085461327,TILT_LEFT,-0.98,0.01,-0.08
55,1689085461347,TILT_LEFT,-0.98,0.01,-0.08
56,1689085461367,TILT_LEFT,-1.05,0.08,-0.07
57,1689085461388,TILT_LEFT,-1.01,-0.02,0.07
58,1689085461408,TILT_LEFT,-1.01,-0.02,0.07
59,1689085461428,TILT_LEFT,-0.98,-0.01,0.11
60,1689085461448,TILT_LEFT,-0.98,-0.01,0.11
61,1689085461468,TILT_LEFT,-0.99,-0.06,0.26
62,1689085461489,TILT_LEFT,-0.95,-0.07,0.38
63,1689085461510,TILT_LEFT,-0.95,-0.07,0.38
64,1689085461531,TILT_LEFT,-0.97,-0.1,0.56
65,1689085461551,TILT_LEFT,-0.97,-0.1,0.56
66,1689085461571,TILT_LEFT,-0.78,-0.12,0.7
67,1689085461592,TILT_LEFT,-0.78,-0.12,0.7
68,1689085461612,TILT_LEFT,-0.76,-0.1,0.81
69,1689085461632,TILT_LEFT,-0.56,-0.14,0.69
70,1689085461652,TILT_LEFT,-0.56,-0.14,0.69
71,1689085461673,TILT_LEFT,-0.5,-0.11,0.94
72,1689085461693,TILT_LEFT,-0.5,-0.11,0.94
73,1689085461714,TILT_LEFT,-0.46,-0.07,0.93
74,1689085461734,TILT_LEFT,-0.3,-0.06,0.86
75,1689085461755,TILT_LEFT,-0.3,-0.06,0.86
76,1689085461775,TILT_LEFT,-0.09,-0.18,1.09
77,1689085461795,TILT_LEFT,-0.11,-0.05,0.78
78,1689085461816,TILT_LEFT,-0.11,-0.05,0.78
79,1689085461837,TILT_LEFT,0.08,-0.17,1.07
80,1689085461857,TILT_LEFT,0.08,-0.17,1.07
81,1689085461877,TILT_LEFT,0.08,-0.09,0.98
82,1689085461897,TILT_LEFT,0.08,-0.09,0.98
83,1689085461917,TILT_LEFT,0.29,-0.1,0.82
84,1689085461937,TILT_LEFT,0.29,-0.1,0.82
85,1689085461958,TILT_LEFT,0.05,-0.04,1.14
86,1689085461978,TILT_LEFT,0.17,-0.04,0.97
87,1689085461998,TILT_LEFT,0.17,-0.04,0.97
88,1689085462018,TILT_LEFT,0.2,-0.04,0.87
